date,region,category,units,unit_price,revenue
2025-04-11,APAC,AI,19,82.53,1568.01
2025-04-11,EMEA,Analytics,11,86.71,953.8
2025-04-11,AMER,Analytics,16,121.05,1936.76
2025-04-11,AMER,Analytics,9,77.44,696.92
2025-04-11,EMEA,Analytics,17,132.94,2260.02
2025-04-11,AMER,Data Engineering,6,83.97,503.8
2025-04-11,EMEA,Data Engineering,3,127.17,381.52
2025-04-11,AMER,Analytics,9,138.5,1246.49
2025-04-11,APAC,Data Engineering,6,144.18,865.09
2025-04-11,EMEA,Data Engineering,7,198.27,1387.91
2025-04-12,AMER,AI,18,136.91,2464.32
2025-04-12,AMER,Data Engineering,14,128.52,1799.32
2025-04-12,EMEA,AI,3,78.24,234.71
2025-04-12,AMER,Analytics,5,164.25,821.23
2025-04-12,APAC,Analytics,7,124.99,874.9
2025-04-12,EMEA,Data Engineering,9,166.16,1495.43
2025-04-12,APAC,AI,6,131.28,787.7
2025-04-12,EMEA,Analytics,16,135.15,2162.4
2025-04-13,EMEA,Analytics,17,135.3,2300.12
2025-04-13,AMER,Data Engineering,16,116.14,1858.16
2025-04-13,EMEA,Analytics,11,148.72,1635.91
2025-04-13,APAC,Data Engineering,19,135.05,2565.99
2025-04-13,APAC,Data Engineering,12,95.26,1143.11
2025-04-13,EMEA,Data Engineering,2,144.29,288.58
2025-04-13,AMER,AI,8,100.7,805.58
2025-04-13,APAC,Data Engineering,15,93.13,1396.92
2025-04-13,EMEA,Analytics,9,88.09,792.81
2025-04-13,AMER,Analytics,2,100.21,200.42
2025-04-13,APAC,Analytics,4,89.98,359.93
2025-04-14,AMER,Data Engineering,2,133.62,267.24
2025-04-14,APAC,Analytics,7,151.33,1059.33
2025-04-14,AMER,Analytics,13,140.1,1821.32
2025-04-14,EMEA,Analytics,11,155.86,1714.48
2025-04-14,APAC,Analytics,1,85.1,85.1
2025-04-14,EMEA,AI,4,96.62,386.48
2025-04-14,APAC,AI,13,122.26,1589.43
2025-04-14,EMEA,Analytics,4,88.84,355.36
2025-04-14,EMEA,Data Engineering,18,105.06,1891.14
2025-04-15,AMER,AI,13,90.21,1172.78
2025-04-15,AMER,AI,18,179.69,3234.5
2025-04-15,AMER,Data Engineering,14,138.18,1934.5
2025-04-15,AMER,Analytics,2,124.79,249.58
2025-04-15,AMER,AI,17,81.77,1390.13
2025-04-15,APAC,AI,14,123.94,1735.11
2025-04-15,APAC,AI,13,137.84,1791.93
2025-04-15,APAC,Data Engineering,3,136.85,410.56
2025-04-16,AMER,Analytics,3,69.18,207.53
2025-04-16,APAC,AI,16,136.35,2181.57
2025-04-16,APAC,Analytics,5,104.19,520.96
2025-04-16,EMEA,Analytics,9,110.08,990.72
2025-04-16,APAC,Data Engineering,8,133.86,1070.85
2025-04-16,AMER,AI,1,101.77,101.77
2025-04-16,EMEA,AI,4,105.59,422.34
2025-04-16,AMER,AI,10,130.69,1306.87
2025-04-16,EMEA,AI,7,126.61,886.29
2025-04-16,APAC,Analytics,5,55.36,276.79
2025-04-17,EMEA,Analytics,9,100.42,903.79
2025-04-17,EMEA,AI,11,86.68,953.53
2025-04-17,AMER,Analytics,17,123.47,2099.04
2025-04-17,APAC,AI,1,113.42,113.42
2025-04-17,AMER,Analytics,9,121.22,1091.0
2025-04-17,EMEA,Analytics,4,154.98,619.94
2025-04-17,EMEA,AI,5,164.94,824.72
2025-04-17,APAC,Data Engineering,3,123.49,370.47
2025-04-17,AMER,Data Engineering,3,113.09,339.27
2025-04-18,EMEA,Analytics,8,114.69,917.54
2025-04-18,APAC,Data Engineering,8,88.71,709.65
2025-04-18,EMEA,Data Engineering,12,141.11,1693.3
2025-04-18,EMEA,Data Engineering,2,152.44,304.88
2025-04-18,AMER,AI,17,172.88,2938.91
2025-04-18,APAC,AI,1,111.67,111.67
2025-04-18,AMER,Analytics,12,98.55,1182.64
2025-04-18,EMEA,Analytics,10,98.32,983.22
2025-04-18,EMEA,Data Engineering,9,149.67,1347.0
2025-04-18,AMER,Data Engineering,15,118.26,1773.9
2025-04-18,APAC,Data Engineering,16,100.32,1605.1
2025-04-18,AMER,Analytics,4,166.87,667.48
2025-04-19,AMER,Analytics,15,76.49,1147.36
2025-04-19,APAC,AI,10,115.87,1158.7
2025-04-19,APAC,AI,10,98.99,989.9
2025-04-19,EMEA,Data Engineering,6,91.14,546.86
2025-04-19,AMER,Data Engineering,15,200.41,3006.15
2025-04-19,APAC,Analytics,4,94.95,379.8
2025-04-19,EMEA,Data Engineering,1,70.65,70.65
2025-04-19,APAC,AI,14,97.85,1369.94
2025-04-19,AMER,Data Engineering,18,96.28,1733.11
2025-04-20,APAC,Analytics,12,118.01,1416.11
2025-04-20,EMEA,Analytics,18,154.03,2772.5
2025-04-20,EMEA,AI,6,127.71,766.28
2025-04-20,APAC,AI,8,59.75,478.01
2025-04-20,APAC,Data Engineering,14,161.93,2267.08
2025-04-20,EMEA,AI,15,142.88,2143.14
2025-04-20,APAC,Data Engineering,3,100.11,300.33
2025-04-20,AMER,Analytics,14,130.28,1823.97
2025-04-20,AMER,Analytics,13,136.7,1777.04
2025-04-21,AMER,Analytics,6,171.48,1028.88
2025-04-21,EMEA,Analytics,4,120.31,481.26
2025-04-21,APAC,Data Engineering,6,117.36,704.17
2025-04-21,AMER,Data Engineering,13,87.9,1142.71
2025-04-21,APAC,AI,4,156.61,626.44
2025-04-21,EMEA,Data Engineering,7,140.44,983.07
2025-04-21,EMEA,Analytics,18,114.15,2054.68
2025-04-21,EMEA,AI,11,138.36,1522.0
2025-04-21,APAC,Data Engineering,17,146.44,2489.41
2025-04-21,APAC,AI,13,141.41,1838.35
2025-04-22,EMEA,Data Engineering,16,117.12,1873.93
2025-04-22,AMER,Analytics,10,132.04,1320.42
2025-04-22,EMEA,Analytics,8,97.78,782.21
2025-04-22,EMEA,Analytics,18,101.45,1826.17
2025-04-22,AMER,Data Engineering,2,38.78,77.57
2025-04-22,AMER,AI,6,70.49,422.94
2025-04-22,AMER,Analytics,19,42.35,804.61
2025-04-22,APAC,Data Engineering,18,147.49,2654.83
2025-04-22,EMEA,Data Engineering,8,208.47,1667.77
2025-04-22,APAC,Data Engineering,15,93.08,1396.24
2025-04-23,EMEA,Data Engineering,7,111.78,782.49
2025-04-23,EMEA,Analytics,1,86.57,86.57
2025-04-23,EMEA,Data Engineering,10,79.75,797.46
2025-04-23,APAC,Analytics,3,130.22,390.67
2025-04-23,AMER,Analytics,11,96.74,1064.14
2025-04-23,AMER,Analytics,13,122.3,1589.93
2025-04-23,EMEA,Analytics,18,98.86,1779.48
2025-04-23,APAC,AI,1,118.69,118.69
2025-04-23,AMER,Analytics,5,104.84,524.21
2025-04-23,EMEA,Analytics,3,137.34,412.02
2025-04-23,APAC,Data Engineering,5,158.72,793.58
2025-04-24,EMEA,Analytics,4,131.66,526.64
2025-04-24,APAC,Analytics,12,163.9,1966.85
2025-04-24,EMEA,Data Engineering,12,99.37,1192.45
2025-04-24,APAC,Analytics,14,129.24,1809.39
2025-04-24,EMEA,Data Engineering,4,108.37,433.49
2025-04-24,APAC,Data Engineering,8,106.16,849.32
2025-04-24,AMER,Data Engineering,16,83.73,1339.64
2025-04-24,EMEA,Data Engineering,2,97.68,195.37
2025-04-24,AMER,Analytics,6,120.46,722.77
2025-04-24,EMEA,Analytics,19,117.38,2230.16
2025-04-24,EMEA,Data Engineering,15,131.0,1965.03
2025-04-24,APAC,Analytics,17,181.29,3082.0
2025-04-25,AMER,AI,9,124.27,1118.42
2025-04-25,EMEA,AI,13,153.04,1989.57
2025-04-25,EMEA,AI,9,151.63,1364.71
2025-04-25,AMER,Analytics,10,133.99,1339.85
2025-04-25,APAC,Data Engineering,2,84.81,169.63
2025-04-25,AMER,AI,3,77.48,232.45
2025-04-25,AMER,Analytics,8,109.14,873.09
2025-04-25,APAC,AI,18,71.92,1294.56
2025-04-25,AMER,Data Engineering,1,118.56,118.56
2025-04-26,AMER,AI,11,138.03,1518.37
2025-04-26,EMEA,Data Engineering,2,95.16,190.33
2025-04-26,AMER,Data Engineering,17,103.58,1760.93
2025-04-26,EMEA,Analytics,6,76.36,458.16
2025-04-26,APAC,Data Engineering,19,180.47,3429.02
2025-04-26,APAC,Analytics,10,128.26,1282.57
2025-04-26,AMER,AI,5,133.92,669.61
2025-04-26,APAC,AI,17,96.44,1639.48
2025-04-26,APAC,AI,14,101.75,1424.44
2025-04-26,AMER,Analytics,12,138.71,1664.58
2025-04-26,AMER,AI,5,147.99,739.94
2025-04-26,APAC,AI,12,77.88,934.61
2025-04-27,EMEA,Data Engineering,15,78.3,1174.46
2025-04-27,APAC,Analytics,9,117.06,1053.51
2025-04-27,EMEA,AI,13,161.78,2103.12
2025-04-27,EMEA,Analytics,7,146.52,1025.61
2025-04-27,APAC,Analytics,18,119.43,2149.75
2025-04-27,AMER,AI,16,174.87,2797.85
2025-04-27,AMER,Analytics,6,114.41,686.48
2025-04-27,EMEA,Data Engineering,6,124.78,748.65
2025-04-27,EMEA,Analytics,17,121.47,2064.99
2025-04-28,APAC,Analytics,14,115.75,1620.55
2025-04-28,APAC,Data Engineering,8,84.83,678.6
2025-04-28,APAC,Data Engineering,16,78.49,1255.82
2025-04-28,EMEA,Data Engineering,9,97.55,877.96
2025-04-28,AMER,Analytics,7,127.52,892.63
2025-04-28,APAC,Data Engineering,6,102.74,616.47
2025-04-28,APAC,Data Engineering,18,52.87,951.69
2025-04-28,EMEA,Analytics,12,133.05,1596.59
2025-04-28,EMEA,Analytics,10,184.77,1847.67
2025-04-28,EMEA,Data Engineering,6,182.37,1094.22
2025-04-28,AMER,Data Engineering,8,134.28,1074.23
2025-04-28,EMEA,Analytics,1,155.39,155.39
2025-04-28,AMER,Data Engineering,11,125.29,1378.17
2025-04-29,EMEA,AI,10,89.94,899.39
2025-04-29,AMER,Data Engineering,1,129.92,129.92
2025-04-29,APAC,AI,9,91.32,821.9
2025-04-29,APAC,Data Engineering,13,132.71,1725.21
2025-04-29,EMEA,Analytics,5,182.25,911.23
2025-04-29,AMER,AI,17,215.8,3668.65
2025-04-29,AMER,AI,10,105.03,1050.29
2025-04-29,EMEA,Analytics,5,115.35,576.73
2025-04-29,EMEA,Data Engineering,3,125.35,376.04
2025-04-29,APAC,AI,15,78.61,1179.11
2025-04-29,EMEA,AI,17,141.72,2409.27
2025-04-30,EMEA,Analytics,3,109.69,329.06
2025-04-30,AMER,AI,7,122.74,859.16
2025-04-30,APAC,Analytics,1,140.84,140.84
2025-04-30,AMER,AI,17,150.27,2554.55
2025-04-30,APAC,Analytics,19,79.27,1506.14
2025-04-30,AMER,AI,5,160.49,802.46
2025-04-30,AMER,Analytics,16,106.96,1711.37
2025-04-30,APAC,Data Engineering,10,120.74,1207.44
2025-04-30,APAC,Analytics,9,184.93,1664.37
2025-04-30,APAC,Data Engineering,6,101.83,610.96
2025-04-30,APAC,Data Engineering,10,111.74,1117.41
2025-04-30,EMEA,Analytics,13,141.59,1840.69
2025-04-30,APAC,Data Engineering,6,121.55,729.31
2025-05-01,APAC,AI,7,159.05,1113.35
2025-05-01,APAC,AI,16,194.29,3108.65
2025-05-01,AMER,Data Engineering,3,146.49,439.47
2025-05-01,EMEA,AI,6,78.37,470.21
2025-05-01,AMER,Analytics,17,130.3,2215.12
2025-05-01,AMER,AI,18,150.1,2701.88
2025-05-01,AMER,Data Engineering,8,120.81,966.45
2025-05-01,EMEA,Analytics,13,136.53,1774.9
2025-05-01,EMEA,Data Engineering,7,133.5,934.5
2025-05-01,AMER,Analytics,15,77.65,1164.8
2025-05-01,AMER,Analytics,12,133.41,1600.92
2025-05-02,EMEA,AI,13,145.94,1897.26
2025-05-02,AMER,Analytics,5,149.83,749.17
2025-05-02,APAC,AI,16,123.89,1982.29
2025-05-02,APAC,Data Engineering,7,134.23,939.6
2025-05-02,EMEA,Analytics,4,179.18,716.71
2025-05-02,AMER,AI,9,113.91,1025.2
2025-05-02,AMER,Data Engineering,17,132.54,2253.11
2025-05-02,AMER,AI,1,169.84,169.84
2025-05-02,EMEA,Analytics,1,113.35,113.35
2025-05-02,APAC,Analytics,12,117.31,1407.78
2025-05-02,AMER,Analytics,18,119.09,2143.56
2025-05-03,EMEA,Data Engineering,13,145.07,1885.86
2025-05-03,EMEA,AI,1,126.26,126.26
2025-05-03,EMEA,AI,13,98.68,1282.88
2025-05-03,EMEA,AI,4,198.63,794.53
2025-05-03,APAC,Analytics,17,99.23,1686.84
2025-05-03,AMER,AI,19,155.67,2957.67
2025-05-03,AMER,AI,6,175.35,1052.07
2025-05-03,AMER,Analytics,9,93.34,840.09
2025-05-03,EMEA,Data Engineering,16,131.99,2111.8
2025-05-03,APAC,AI,1,119.35,119.35
2025-05-03,APAC,AI,7,130.41,912.88
2025-05-03,APAC,Analytics,10,146.97,1469.72
2025-05-03,AMER,Data Engineering,14,172.75,2418.55
2025-05-04,AMER,Analytics,11,94.37,1038.06
2025-05-04,EMEA,Analytics,8,88.59,708.74
2025-05-04,AMER,Analytics,10,58.56,585.63
2025-05-04,AMER,Analytics,8,74.94,599.49
2025-05-04,APAC,AI,6,91.44,548.65
2025-05-04,APAC,Data Engineering,12,99.19,1190.25
2025-05-04,EMEA,Data Engineering,12,119.64,1435.68
2025-05-04,EMEA,Analytics,10,155.04,1550.39
2025-05-04,AMER,Analytics,15,100.36,1505.39
2025-05-04,EMEA,Data Engineering,9,114.7,1032.34
2025-05-04,EMEA,Analytics,8,139.4,1115.17
2025-05-04,EMEA,AI,17,133.84,2275.31
2025-05-04,APAC,Analytics,4,100.92,403.68
2025-05-05,EMEA,Analytics,18,106.32,1913.78
2025-05-05,EMEA,AI,6,110.28,661.66
2025-05-05,EMEA,AI,10,106.46,1064.62
2025-05-05,APAC,AI,2,96.78,193.56
2025-05-05,APAC,AI,19,127.76,2427.39
2025-05-05,AMER,Analytics,3,117.69,353.06
2025-05-05,APAC,Data Engineering,6,107.29,643.75
2025-05-05,EMEA,Analytics,7,157.38,1101.68
2025-05-06,AMER,Data Engineering,16,67.8,1084.79
2025-05-06,APAC,Analytics,2,120.53,241.06
2025-05-06,EMEA,AI,7,78.99,552.95
2025-05-06,APAC,Data Engineering,18,159.69,2874.44
2025-05-06,AMER,Data Engineering,15,150.92,2263.79
2025-05-06,APAC,Analytics,11,86.69,953.57
2025-05-06,EMEA,Analytics,16,89.26,1428.09
2025-05-06,APAC,Data Engineering,12,128.19,1538.3
2025-05-07,APAC,Data Engineering,12,99.42,1193.05
2025-05-07,AMER,Data Engineering,9,129.48,1165.3
2025-05-07,AMER,Analytics,3,59.66,178.98
2025-05-07,APAC,Analytics,18,86.5,1557.02
2025-05-07,APAC,AI,4,95.95,383.8
2025-05-07,EMEA,Data Engineering,11,166.99,1836.94
2025-05-07,AMER,Data Engineering,2,113.15,226.3
2025-05-07,EMEA,Data Engineering,16,107.14,1714.2
2025-05-07,APAC,Data Engineering,14,66.62,932.61
2025-05-08,EMEA,AI,5,117.48,587.41
2025-05-08,EMEA,Data Engineering,1,109.79,109.79
2025-05-08,APAC,AI,16,116.18,1858.89
2025-05-08,AMER,Data Engineering,8,123.22,985.8
2025-05-08,AMER,AI,19,119.74,2275.05
2025-05-08,APAC,Data Engineering,10,118.46,1184.56
2025-05-08,EMEA,Data Engineering,19,88.5,1681.5
2025-05-08,APAC,AI,6,98.6,591.57
2025-05-08,AMER,Data Engineering,17,135.75,2307.77
2025-05-08,APAC,AI,19,170.69,3243.11
2025-05-08,EMEA,Analytics,4,152.0,608.01
2025-05-08,EMEA,Data Engineering,17,101.88,1732.03
2025-05-08,AMER,Analytics,6,117.07,702.43
2025-05-09,AMER,Analytics,14,116.94,1637.15
2025-05-09,APAC,AI,11,192.05,2112.54
2025-05-09,APAC,Data Engineering,11,139.76,1537.37
2025-05-09,APAC,AI,17,83.91,1426.55
2025-05-09,APAC,Data Engineering,2,133.37,266.74
2025-05-09,EMEA,Data Engineering,10,150.4,1503.96
2025-05-09,EMEA,Data Engineering,11,87.05,957.5
2025-05-09,AMER,AI,10,126.61,1266.1
2025-05-09,APAC,AI,12,95.24,1142.88
2025-05-09,APAC,AI,17,184.56,3137.56
2025-05-09,EMEA,Analytics,17,112.98,1920.58
2025-05-09,APAC,Data Engineering,18,133.05,2394.9
2025-05-10,EMEA,AI,1,123.78,123.78
2025-05-10,APAC,Data Engineering,19,98.58,1873.02
2025-05-10,EMEA,AI,18,123.89,2230.0
2025-05-10,EMEA,Data Engineering,1,150.69,150.69
2025-05-10,EMEA,Data Engineering,7,138.28,967.98
2025-05-10,AMER,Data Engineering,15,122.15,1832.29
2025-05-10,AMER,Data Engineering,2,59.41,118.82
2025-05-10,APAC,AI,1,156.2,156.2
2025-05-10,EMEA,Analytics,16,89.89,1438.18
2025-05-10,APAC,AI,4,126.0,504.01
2025-05-10,APAC,Analytics,5,123.42,617.09
2025-05-10,EMEA,AI,1,109.88,109.88
2025-05-10,AMER,Data Engineering,6,114.47,686.83
2025-05-11,EMEA,Data Engineering,15,120.21,1803.09
2025-05-11,EMEA,AI,18,176.97,3185.41
2025-05-11,EMEA,AI,11,125.83,1384.17
2025-05-11,EMEA,Analytics,17,163.92,2786.68
2025-05-11,AMER,Data Engineering,7,92.61,648.24
2025-05-11,EMEA,AI,11,178.69,1965.54
2025-05-11,APAC,Data Engineering,5,130.84,654.2
2025-05-11,APAC,Data Engineering,14,100.66,1409.28
2025-05-11,AMER,Data Engineering,8,168.89,1351.08
2025-05-11,APAC,Data Engineering,6,149.17,895.04
2025-05-11,APAC,Data Engineering,2,109.95,219.9
2025-05-11,APAC,Analytics,10,114.04,1140.44
2025-05-12,APAC,Data Engineering,15,108.73,1630.96
2025-05-12,APAC,Data Engineering,4,164.2,656.81
2025-05-12,APAC,Analytics,11,91.91,1011.04
2025-05-12,AMER,AI,17,108.98,1852.68
2025-05-12,APAC,Data Engineering,8,116.75,933.99
2025-05-12,AMER,Data Engineering,10,105.61,1056.13
2025-05-12,APAC,AI,10,130.02,1300.17
2025-05-12,APAC,AI,12,111.31,1335.73
2025-05-12,APAC,Analytics,18,131.2,2361.64
2025-05-13,APAC,AI,16,132.18,2114.94
2025-05-13,EMEA,Data Engineering,7,135.2,946.37
2025-05-13,APAC,Analytics,13,118.77,1544.01
2025-05-13,EMEA,AI,2,146.48,292.95
2025-05-13,AMER,AI,3,75.69,227.07
2025-05-13,APAC,Analytics,7,130.45,913.13
2025-05-13,EMEA,AI,3,81.38,244.15
2025-05-13,AMER,AI,16,103.98,1663.6
2025-05-13,EMEA,Analytics,3,95.93,287.78
2025-05-13,APAC,Data Engineering,6,57.81,346.85
2025-05-13,APAC,Analytics,4,133.12,532.48
2025-05-13,EMEA,Analytics,17,147.42,2506.17
2025-05-13,APAC,AI,12,130.39,1564.63
2025-05-14,AMER,Data Engineering,7,129.46,906.23
2025-05-14,AMER,AI,14,120.07,1680.92
2025-05-14,AMER,Analytics,1,146.85,146.85
2025-05-14,APAC,Analytics,19,108.97,2070.39
2025-05-14,EMEA,Analytics,17,92.85,1578.51
2025-05-14,APAC,AI,8,106.91,855.32
2025-05-14,EMEA,Analytics,11,137.73,1515.03
2025-05-14,EMEA,AI,2,108.82,217.64
2025-05-14,APAC,Analytics,15,74.48,1117.15
2025-05-14,EMEA,AI,8,178.53,1428.26
2025-05-14,AMER,AI,6,115.6,693.6
2025-05-14,APAC,Data Engineering,16,119.02,1904.32
2025-05-14,APAC,Analytics,6,130.25,781.49
2025-05-15,APAC,Data Engineering,5,72.52,362.59
2025-05-15,EMEA,Data Engineering,7,71.59,501.13
2025-05-15,EMEA,Analytics,2,141.09,282.19
2025-05-15,EMEA,AI,16,85.0,1360.0
2025-05-15,AMER,AI,12,94.37,1132.47
2025-05-15,APAC,Analytics,11,139.34,1532.71
2025-05-15,APAC,Analytics,3,56.62,169.86
2025-05-15,AMER,AI,11,124.93,1374.24
2025-05-15,EMEA,AI,13,99.26,1290.34
2025-05-16,EMEA,Data Engineering,15,123.7,1855.45
2025-05-16,AMER,Analytics,10,101.39,1013.87
2025-05-16,APAC,Data Engineering,8,82.22,657.77
2025-05-16,AMER,Analytics,3,156.03,468.09
2025-05-16,APAC,AI,9,116.05,1044.49
2025-05-16,AMER,Analytics,6,78.23,469.4
2025-05-16,APAC,AI,19,129.83,2466.7
2025-05-16,APAC,Analytics,6,141.15,846.92
2025-05-16,AMER,Analytics,15,113.86,1707.84
2025-05-16,APAC,Data Engineering,5,140.14,700.7
2025-05-16,EMEA,Analytics,1,124.62,124.62
2025-05-16,AMER,Analytics,11,112.15,1233.67
2025-05-16,EMEA,Data Engineering,13,56.94,740.2
2025-05-17,EMEA,AI,17,109.75,1865.82
2025-05-17,EMEA,Analytics,9,119.46,1075.15
2025-05-17,EMEA,AI,4,138.4,553.6
2025-05-17,APAC,Analytics,8,108.81,870.51
2025-05-17,EMEA,AI,6,103.89,623.31
2025-05-17,EMEA,AI,14,131.42,1839.84
2025-05-17,AMER,AI,4,124.23,496.94
2025-05-17,EMEA,Data Engineering,2,135.96,271.92
2025-05-17,AMER,AI,14,75.51,1057.18
2025-05-18,APAC,AI,8,118.91,951.25
2025-05-18,AMER,Analytics,3,121.52,364.56
2025-05-18,AMER,Data Engineering,8,101.26,810.08
2025-05-18,APAC,AI,19,147.23,2797.34
2025-05-18,APAC,Analytics,3,70.18,210.55
2025-05-18,APAC,Data Engineering,6,145.4,872.41
2025-05-18,APAC,Data Engineering,5,94.66,473.28
2025-05-18,EMEA,Data Engineering,3,147.4,442.19
2025-05-18,EMEA,Data Engineering,13,86.97,1130.58
2025-05-18,EMEA,AI,7,114.17,799.18
2025-05-19,EMEA,Data Engineering,2,82.34,164.69
2025-05-19,AMER,AI,13,134.38,1746.9
2025-05-19,APAC,Data Engineering,4,135.4,541.59
2025-05-19,AMER,AI,7,153.89,1077.23
2025-05-19,APAC,AI,10,135.49,1354.94
2025-05-19,EMEA,Analytics,11,145.05,1595.51
2025-05-19,AMER,Data Engineering,18,122.85,2211.27
2025-05-19,EMEA,Analytics,15,103.84,1557.61
2025-05-19,APAC,AI,8,162.52,1300.17
2025-05-19,EMEA,Data Engineering,1,163.55,163.55
2025-05-19,APAC,Data Engineering,7,182.21,1275.46
2025-05-19,APAC,Data Engineering,12,149.53,1794.36
2025-05-19,APAC,Data Engineering,10,76.96,769.58
2025-05-20,AMER,Data Engineering,6,164.59,987.54
2025-05-20,EMEA,AI,19,135.06,2566.12
2025-05-20,EMEA,AI,4,182.88,731.52
2025-05-20,AMER,AI,19,112.87,2144.51
2025-05-20,EMEA,Analytics,18,111.15,2000.77
2025-05-20,EMEA,Data Engineering,13,43.66,567.63
2025-05-20,APAC,AI,6,119.13,714.79
2025-05-20,APAC,AI,7,105.59,739.15
2025-05-20,EMEA,AI,14,83.23,1165.18
2025-05-20,EMEA,Analytics,11,163.09,1793.97
2025-05-20,APAC,Analytics,8,84.73,677.86
2025-05-21,EMEA,AI,14,134.85,1887.95
2025-05-21,APAC,Data Engineering,6,100.88,605.3
2025-05-21,AMER,Analytics,17,147.61,2509.33
2025-05-21,EMEA,Analytics,15,154.32,2314.81
2025-05-21,AMER,Data Engineering,13,152.31,1980.09
2025-05-21,EMEA,Data Engineering,6,172.33,1033.99
2025-05-21,EMEA,Analytics,2,143.28,286.56
2025-05-21,APAC,Analytics,7,139.32,975.23
2025-05-21,EMEA,Data Engineering,2,161.76,323.53
2025-05-21,APAC,AI,15,126.08,1891.25
2025-05-21,EMEA,Data Engineering,9,120.57,1085.11
2025-05-21,EMEA,Data Engineering,13,149.74,1946.58
2025-05-21,EMEA,Data Engineering,5,135.37,676.84
2025-05-22,EMEA,Data Engineering,7,89.14,623.95
2025-05-22,EMEA,AI,8,106.81,854.44
2025-05-22,APAC,Data Engineering,2,95.84,191.68
2025-05-22,EMEA,Analytics,3,50.72,152.15
2025-05-22,APAC,Analytics,4,132.97,531.87
2025-05-22,AMER,Data Engineering,13,96.13,1249.68
2025-05-22,EMEA,AI,9,120.21,1081.85
2025-05-22,EMEA,AI,4,73.35,293.41
2025-05-22,EMEA,Analytics,16,149.67,2394.68
2025-05-23,APAC,Analytics,7,136.87,958.1
2025-05-23,EMEA,Data Engineering,17,154.18,2621.12
2025-05-23,EMEA,AI,13,88.08,1145.05
2025-05-23,AMER,Analytics,9,92.14,829.27
2025-05-23,AMER,Data Engineering,8,126.95,1015.59
2025-05-23,APAC,AI,5,152.5,762.49
2025-05-23,APAC,Analytics,11,84.47,929.12
2025-05-23,EMEA,Analytics,8,107.56,860.46
2025-05-23,APAC,Data Engineering,18,133.04,2394.71
2025-05-23,APAC,AI,19,104.82,1991.61
2025-05-23,APAC,AI,3,125.63,376.9
2025-05-23,AMER,AI,14,118.29,1656.06
2025-05-24,AMER,Analytics,1,112.5,112.5
2025-05-24,APAC,AI,4,139.97,559.87
2025-05-24,AMER,AI,12,97.74,1172.82
2025-05-24,EMEA,Data Engineering,10,94.58,945.83
2025-05-24,EMEA,Data Engineering,5,138.68,693.4
2025-05-24,AMER,Data Engineering,1,130.71,130.71
2025-05-24,AMER,Analytics,17,151.34,2572.71
2025-05-24,EMEA,AI,11,115.01,1265.09
2025-05-24,EMEA,Data Engineering,4,133.25,533.0
2025-05-24,APAC,AI,14,110.43,1546.02
2025-05-24,AMER,AI,17,122.79,2087.49
2025-05-25,APAC,Analytics,17,139.34,2368.78
2025-05-25,APAC,Analytics,2,72.28,144.57
2025-05-25,AMER,Analytics,1,105.99,105.99
2025-05-25,AMER,AI,9,147.62,1328.55
2025-05-25,APAC,Data Engineering,13,124.85,1623.04
2025-05-25,EMEA,Data Engineering,6,117.58,705.5
2025-05-25,AMER,Data Engineering,13,82.34,1070.46
2025-05-25,EMEA,Data Engineering,17,144.58,2457.9
2025-05-25,APAC,Analytics,9,127.05,1143.46
2025-05-26,APAC,Analytics,11,115.54,1270.99
2025-05-26,APAC,AI,11,126.15,1387.69
2025-05-26,AMER,AI,15,121.25,1818.79
2025-05-26,EMEA,AI,17,119.25,2027.21
2025-05-26,AMER,AI,12,155.9,1870.79
2025-05-26,EMEA,Data Engineering,8,121.59,972.71
2025-05-26,AMER,AI,15,138.39,2075.78
2025-05-26,APAC,Analytics,4,147.99,591.98
2025-05-26,APAC,Data Engineering,14,89.64,1254.92
2025-05-26,AMER,Analytics,17,78.83,1340.11
2025-05-26,EMEA,Analytics,11,126.56,1392.13
2025-05-26,APAC,Analytics,5,157.77,788.87
2025-05-27,EMEA,AI,14,131.54,1841.53
2025-05-27,EMEA,AI,15,77.23,1158.47
2025-05-27,APAC,AI,4,116.76,467.02
2025-05-27,AMER,Data Engineering,5,116.18,580.9
2025-05-27,APAC,Analytics,7,162.35,1136.46
2025-05-27,AMER,AI,18,107.87,1941.65
2025-05-27,AMER,Data Engineering,14,129.55,1813.71
2025-05-27,AMER,Analytics,3,169.56,508.69
2025-05-27,AMER,Data Engineering,13,91.02,1183.25
2025-05-27,EMEA,Analytics,17,122.42,2081.21
2025-05-27,APAC,AI,16,106.86,1709.83
2025-05-27,EMEA,AI,16,115.7,1851.16
2025-05-28,EMEA,AI,18,175.09,3151.63
2025-05-28,AMER,AI,2,169.12,338.23
2025-05-28,AMER,AI,5,145.07,725.37
2025-05-28,AMER,AI,4,128.46,513.84
2025-05-28,APAC,Analytics,6,89.33,535.97
2025-05-28,APAC,AI,5,113.6,567.99
2025-05-28,EMEA,Data Engineering,15,105.63,1584.5
2025-05-28,AMER,Data Engineering,11,149.45,1643.91
2025-05-28,AMER,Analytics,2,99.46,198.92
2025-05-29,AMER,AI,9,90.85,817.64
2025-05-29,APAC,AI,5,132.19,660.94
2025-05-29,APAC,AI,5,147.35,736.74
2025-05-29,APAC,Data Engineering,7,146.35,1024.47
